statement,label
Employing vibration sensors to detect unauthorized access.,0
Consolidate GPS tracking data from mobile devices to deduce a person's daily travel routes.,1
Combine feedback on public services to prioritize improvements.,0
Combine multiple sensor readings in industrial equipment for predictive maintenance.,0
"Subscription services auto-renew without clear, upfront notification or an easy cancellation process.",1
Checking a person's travel history through their passport stamps.,1
Online booking systems display personal travel plans.,1
A medical appointment booking app sharing visit frequency and specialist types with pharmaceutical advertisers.,1
"Insurance companies adjust premiums based on secret data analysis models, without disclosing the factors to the policyholders.",1
Use of heat maps in retail to track where customers spend more time.,0
Collection of biometric data at border crossings.,1
"Noticing the subtle changes in her health, Mrs. Carlton was intrigued when she found an email from her local library. Intriguingly, the institution had begun collecting information about patrons' health and medications in a unique endeavor to provide tailored book recommendations. It suggested gripping mystery novels for those on heart medication, implying that an adrenaline rush could be beneficial, and relaxing, humorous tales for those facing mental health disorders. The arrival of her personalized reading list, brimming with self-help titles and books about combating diabetes, made Mrs. Carlton appreciate the diligent effort of the library to contribute to her mental and physical well-being.",1
Summarizing online course enrollments and completions to identify educational trends.,0
Automatic upload and share settings in cloud storage services exposing personal documents.,1
Forcing a renegotiation of contract terms by threatening to disclose a party's breach of the initial agreement.,1
Co-workers barging into your office without knocking.,1
Tracking the movement of goods via RFID tags.,0
Demanding payment from someone by threatening to sabotage their online reputation.,1
Inquiring about family planning in gynecological visits.,0
Misrepresenting an individual's role in historical events in textbooks.,0
Telematics in a leased vehicle track and report driving patterns back to the leasing company without the driver being fully informed or able to opt-out.,1
Releasing a private individual's correspondence with a controversial figure.,1
"News aggregation platforms promoting or demoting news stories based on opaque criteria, influencing public opinion without transparency.",0
Collecting biometric data for access control systems.,0
"An individual's participation in a religious event is disclosed, affecting their social standing.",1
Uninvited solicitation via messaging apps.,1
High-frequency sound devices targeting specific residences.,1
A vendor at a trade show discusses one company's confidential project with another exhibitor.,1
Correlating usernames across forums and online games to identify individuals.,1
"Automobiles with connected features collect data on driving habits, possibly influencing driving behavior and privacy on the road.",1
Pooling participation records in online courses and webinars to gauge interests in learning domains.,0
Correlating past purchasing behavior with anonymized credit card transactions to identify the cardholder.,1
An audiology clinic employee tells a friend about a mutual acquaintance's hearing loss treatment.,1
Exaggerating someone's contributions to community projects in newsletters.,0
Pressing a person to disclose the schools their children attend for neighborhood research.,1
"Employers using automated hiring tools that screen out applicants based on undisclosed criteria, leaving applicants unaware of why they were not considered.",1
Collect data from various IoT devices to optimize smart home settings.,0
Telemarketing calls during dinner time.,0
Consumer loyalty programs share shopping data with partners.,1
A data breach at a fertility clinic exposes the names of sperm and egg donors.,1
"Attack detection systems are not in place or are inadequately configured, failing to alert on suspicious activities.",0
A podcast spreads conspiracies about a journalist's supposed underhanded tactics.,0
Websites that post mugshots of individuals who have been arrested but not convicted.,1
Employer-provided health tracking programs sharing individual employee data with insurers or other third parties.,1
Disclosing someone's personal debt or bankruptcy files on a website.,1
A company's breached database leaks employee usernames and passwords.,1
A video collaboration tool sells meeting topics data to corporate training providers.,1
An individual's browsing history is disclosed to their employer by a network administrator.,1
Investigating a person’s subscription to certain magazines or newspapers for a marketing analysis.,1
Merge viewing patterns of educational videos to tailor future content.,0
A fake online review claim a restaurant violates health codes.,1
Information about your friends and what they like is collected by your local library in order to make book recommendations for you.,0
A webinar platform uses your picture attending a virtual event to suggest you endorse their platform.,1
"Broadcasting images from private, ceremonial rites of passage (weddings, funerals).",1
Utility companies using smart meter data for decisions on service provisions without customer insight into the data used.,1
Installing devices that count foot traffic in a retail store.,0
A counseling service inadvertently sends a group email with all clients' addresses visible.,1
Connecting individuals to their medical prescriptions through pharmacy records.,1
NGO reports include testimonies and personal stories of affected individuals.,0
"Algorithms decide the news or content an individual is exposed to, limiting their access to a wide range of information necessary for informed decision-making.",0
Political candidates publish false information about their opponents to undermine the credibility of their campaigns.,0
"An e-commerce platform prioritizes products based on likelihood to purchase, but this influence on the display algorithm is not disclosed.",0
Tracking the movement of goods through supply chains.,0
Forcing a person to show their colostomy bag.,1
Analyzing Wi-Fi signal logs to identify the movement patterns of specific devices and thereby their users.,1
A conference uses your professional photo and bio claiming you are a keynote speaker without your consent.,1
An algorithm training dataset includes your personal data without your permission.,1
Probing a homeowner about the security measures in their home for an insurance application.,0
"Door-to-door salespersons ignoring ""No Soliciting"" signs.",0
A social media platform analyzes messages to influence political campaign strategies.,1
An ancestry testing company reveals genetic information to law enforcement without consent.,1
"Daniel was a cautious man, decisive about his dealings with vast arrays of information, especially his social security number. His health insurance company, Prudent Care, approached him one day, requesting this particular piece of information. They assured Daniel that the information was required to enhance security measures and to detect potential fraud. Trusting in their integrity, Daniel provided his social security number, hoping it would further fortify his protection against any deceptive attempts on his identity.",0
A personal finance app sells aggregated financial trends data to investment firms.,0
A community bulletin board posts the names of individuals with outstanding debts.,1
Grilling a research participant about their fear responses to stimuli in a psychological experiment.,0
Asking for personal anecdotes for journalistic purposes.,0
Merge public transportation use data to improve schedules and routes.,0
"Social media platforms amplify certain political messages, influencing voting behavior.",0
Combine data from fitness class attendance with individual fitness goals to personalize workout plans.,0
Utilizing publicly shared genetic testing results to identify relatives and construct family trees.,0
A celebrity's home address is disclosed by an unscrupulous employee.,1
Requiring detailed financial status for bankruptcy procedures.,0
Fitness tracker data is used without consent to reveal a person's activities.,1
Merge records of online interactions to manage relationship-building in customer service platforms.,0
Aggregate participation in different health programs to evaluate effectiveness.,0
Amassing feedback on municipal services from different portals to gauge citizen satisfaction and areas of improvement.,0
Requiring explanations for gaps in employment history during job interviews.,0
Surveying land use through satellite or aerial photography for planning purposes.,0
A system’s audit logs are not regularly reviewed for unauthorized access signs.,0
Merge demographic data with crime statistics to inform law enforcement strategies.,0
"Mobile apps synchronize contact lists, making them accessible on multiple devices.",0
Scanning wifi and Bluetooth signals to track device movement.,1
Threatening to post someone’s private photographs on social media unless they comply with demands.,1
"Amassing data from various apps to infer mental health trends, such as periods of depression or anxiety.",1
Drone photography capturing private moments in one's backyard.,1
Monitoring compliance with parole conditions.,0
"Online marketplaces using hidden seller ratings to prioritize search results, affecting sellers’ ability to reach potential buyers.",0
"A social worker discusses case details with a non-involved colleague, revealing a family's situation.",1
Loud construction work early in the morning.,0
"A health tracker app's database logs location data without sufficient security, risking disclosure of users' movements.",1
Employing acoustic sensors for gunfire detection.,0
Employee salaries are accidentally disclosed during a presentation.,1
Online quizzes collecting personal information under the guise of entertainment without transparently disclosing how the data will be used.,1
Studying commuter flows through turnstile data in subway stations.,0
A clothing brand uses your photo in an advertisement campaign without asking for your permission.,1
Summarizing information from various educational platforms to infer a person’s skill level or learning interests.,0
Inquiring about travel history for security or health reasons.,0
Combine weather data with crop yield information for precision agriculture.,0
A hacker threatening to lock or delete personal data unless paid a ransom.,1
"An office printer stores printed documents in its memory, which are then accessed by unauthorized personnel.",1
Unwanted back-seat driving from passengers.,0
"Temporary files containing sensitive information are not securely deleted, making data recovery possible.",1
"A satirical article is taken seriously, resulting in the spread of false information about a person.",1
Combine player stats from different sports for fantasy league insights.,0
Aggregate reading habits from an e-reader or online news sites to suggest related books or articles.,0
"Educational platforms track student progress and suggest courses, influencing educational and career paths.",0
Push notifications are excessively used to manipulate users into engaging with the service more frequently than they intended.,0
Combining an individual’s social media activity across multiple platforms to predict mental health issues.,1
"Online directories list all participants in trade fairs, including their contact info.",1
Use of motion detectors in security systems.,0
Connecting a badge number with an employee in a company directory.,0
Aggressive panhandling in personal space.,0
A language learning app uses phrases you coined in their teaching materials.,1
A smart refrigerator tracking your consumption habits and sharing the data with food and beverage companies.,1
Broadcasting a live stream of a person in a compromising situation without their permission.,1
Disclosing a private individual's financial troubles to their friends and family unless they meet certain conditions.,1
Personal details about a political candidate's health disclosed by campaign staff.,1
Information about your religious and spiritual views is collected by your school or university in order to Offer to sell to financial companies who market credit cards and loans to students.,1
A library disposes of old computers without properly erasing the hard drives first.,1
Monitoring compliance with parole conditions.,0
A government portal for submitting tax returns does not log out users after periods of inactivity.,1
Tracking the check-out and return times of library books.,0
A user's private messages are posted publicly by a hacker to embarrass or blackmail them.,1
Combine weather observations from multiple locations to improve forecasts.,0
"Registry lists, like sex offender registries, are available for broad public scrutiny.",0
Integrate play history from music streaming services to suggest new artists.,0
Publishing exaggerated claims about someone's behavior or actions in gossip columns.,1
Disclosing details about a person's participation in a sensitive clinical trial.,1
"A music streaming service's algorithmic curation affects music discovery, but the process and influencing factors are not transparent to the user.",0
Misleading descriptions of an individual’s artistic style or influences in galleries.,0
A crafts website uses your DIY projects in their promotional materials and instructions without your agreement.,1
Exaggerated or fabricated educational accomplishments on alumni networks.,0
Aggregate clickstream data for website optimization and improved UX design.,0
Online booking services using personal data for unannounced price optimization strategies.,1
Newspapers print letters to the editor with full names and cities.,0
Requiring a tenant to provide detailed family information before leasing an apartment.,1
Unregulated sale of anonymized data sets that can be re-identified to reveal personal information.,1
"Automated decision-making in hiring practices may prioritize certain characteristics, limiting job opportunities for some.",0
Aggregate downloads and interaction data from mobile apps to guide development priorities.,0
"Incorrectly attributing awards, honors, or titles to an individual.",0
Heat sensors to detect presence in buildings.,0
Default options in systems are sometimes detrimental to privacy because they make it easy to share personal data.,1
Interrogation of an athlete regarding performance-enhancing drug usage.,0
Interrogating a previous employer about an applicant's behavior during a reference check.,0
Demanding an individual's criminal record during a rental application process.,1
An online survey company collects sensitive data but fails to secure its database against SQL injection attacks.,1
"Online quizzes collect personal information under the guise of entertainment, then use that information for targeted advertising.",1
Continuous prank calls.,1
A mobile app developer hardcodes sensitive server credentials in the app’s source code.,1
Threatening to reveal someone's hidden assets in a divorce proceeding.,1
Newspapers publish photos of celebrities doing private things at home.,1
Analyzing patterns in tax filing and returns to identify economic behaviors of individuals.,1
Monitoring heartbeat and physiological data with wearable health devices.,0
Newspapers reveal a person's private sexual orientation.,1
Recording private interactions without consent.,1
Online forums moderate or remove posts based on undisclosed community standards.,0
A mobile operator’s voicemail system can be accessed with easily guessable passwords.,1
A retail website stores credit card information in a database that is not encrypted.,1
"Airlines using undisclosed passenger data to determine service offerings, like fare options or seat upgrades.",1
Employee productivity software not revealing to workers the full array of metrics and data analysis it performs.,1
Merge class attendance with online participation grades for a comprehensive academic evaluation.,0
"Combining various data points from competitive sports leagues to analyze trends, predict outcomes, and understand fan engagement.",0
An online learning platform sharing your course completion data with potential employers without informing you.,1
Setting up a security system that tracks when doors and windows are opened.,0
Conference papers include detailed author bios and contact information.,0
Information about your political views and candidates you support is collected by your doctor in order to sell to pharmaceutical companies for marketing and advertising.,1
Distorting the number of followers or influence an individual has on social media.,0
Interrogating a potential donor about genetic disorders before they contribute to a sperm bank.,0
Claiming an individual has professional certifications they have never actually obtained.,0
Marketing surveys interrupting your leisure time.,0
A mobile game using your contacts list to send invitations to your friends without asking for permission.,1
Police body cam footage is released without blurring bystanders' faces.,1
A company's data breach leads to customers' credit card details being exposed.,1
Aggregate a shopper’s purchase history to serve targeted ads based on inferred characteristics (such as pregnancy).,1
Aggregate online reviews and ratings to assign an overall score to a product or service.,0
Revealing a person's privately expressed doubts about their religious faith.,1
Inquiring about veteran status on job application forms.,0
Compiling ratings and reviews across platforms to determine overall public opinion about a product or service.,0
Pressure to engage in workplace lottery pools or charity drives.,0
Online platforms silently demoting content or accounts based on undisclosed community standards violations.,0
Trespassing on private property to survey or observe without permission.,1
Incorrectly stating someone's educational background on alumni networks.,1
Gathering details of artwork or creative pursuits.,0
A credit card company sells transaction data to marketing firms for targeted advertising.,1
A phishing email campaign succeeds because employees were not adequately trained to recognize it.,0
"As you can notice, identification is a crucial and pervasive component in our data-rich society, impacting various facets of daily life from security to commerce and beyond.",0
Being pestered for a date on your commute to get off work.,0
Employers use wearables to track employee health or location without clear disclosure or options for consent.,1
"Aggregate health tracker data like sleep patterns, step counts, and heart rates to infer health status.",1
Probing a job candidate about their future family planning during an interview.,1
Aggregate online discussion contributions to gauge community engagement.,0
Compiling online educational resource access to determine popular subjects and learning platforms.,0
Online marketplaces adjust product visibility and search prioritization based on undisclosed algorithms.,0
Surveying individuals about their personal consumption habits for marketing research.,0
Leaking sensitive company information unless a board member steps down.,1
Publishing a research paper using confidential data without authorization.,1
Matriculation lists and graduation details are published by universities.,0
"RFID tracking of products, and by extension, consumers, within stores.",1
Investigating personal views on work-life balance.,0
Employing machine learning algorithms to predict individual behaviors.,0
Pressing for detailed travel history during immigration processes.,0
An educational institution's poorly secured Wi-Fi network allows unauthorized individuals to snoop on internet traffic.,1
Recording the arrival and departure times of employees using time clocks.,0
Aggregate clickstream data to understand web navigation behavior better.,0
Plastic surgery offices use your before and after photos to advertise their services without your consent.,1
"A note-taking app synchronizes notes across devices without encrypting the text, making it readable if intercepted.",1
Court records are placed online and in a searchable format.,0
A magazine printing photos of a person's post-surgery body.,1
Bankruptcy filings are accessible in public records.,0
A fitness tracker app exposes user locations due to inadequate privacy settings.,1
Soliciting autobiographical details for biographical work.,0
Unsolicited advice about parenting from strangers in public.,0
"Search engines personalize results, affecting the information an individual receives and potentially biases their views.",0
Exaggerated or entirely fabricated personal stories shared in podcasts.,1
A grocery store uses purchase history to offer tailored discounts on partner products.,0
"Mr. Thompson, a deeply spiritual man, had always been a regular at his local library. Intrigued by his passion for books on spirituality and religion, the librarian began compiling data on his book preferences. She meticulously noted the subjects, authors, and spiritual viewpoints that captivated him most. Armed with this information, she planned to tailor her future book recommendations to fit his unique spiritual and religious interests.",0
Threatening to reveal a confidential informant’s identity if they do not provide more information.,1
A private investigator uses surveillance photos of an individual for advertising services.,1
Asking about dietary preferences and restrictions for a health and wellness program.,0
A confidential informant's identity is revealed in court documents that were not properly redacted.,1
Healthcare providers using algorithms to prioritize patient care without disclosing the deciding factors to patients.,1
"Aggregating travel histories to identify patterns in choices of destinations, accommodation types, and travel times.",0
Monitoring compliance with environmental regulations.,0
"Banks disclose customer financial information to law enforcement without going through legally required procedures (court order, subpoena, etc.).",1
A streaming service suggests you curated a public playlist that actually employs your private playlist without asking.,1
"Wearable fitness trackers set goals based on activity levels, pushing users towards certain health objectives.",0
"News aggregation apps customize feeds, impacting users' perception of world events.",0
Aggregating consumption data from energy drinks and supplements to identify patterns in energy management.,0
Linking podcast listening habits with social media activity to profile interests.,1
"As an eager freshman, Jane started her advanced studies at the prestigious Winthrop University. Unexpectedly, as part of the enrollment process, the university requested her social security number to complete her student profile. Oblivious to the ulterior motives, Jane parted with the information, trusting her university's integrity. Little did she know, Winthrop University intended to sell her personal information to financial companies aggressively marketing loans and credit cards to unsuspecting students.",1
"Dr. Simmons had always been thorough in his medical practice, but his latest patient's condition was intriguing and complex. To accurately diagnose the strange symptoms, Dr. Simmons had started charting the patient's physical locations over a span of time, correlating the environmental factors with the variations in their condition. Every small data, the location, the time, the exposure, he meticulously collected and analyzed. In intertwining the patient's geographic history and medical symptoms, he hoped to uncover the answers crucial for the diagnosis and treatment plan.",0
Correlating physical activity patterns from wearable devices with other data sources to identify users.,1
An academic journal platform shares reader interests with educational publishers.,1
"An employee uses a weak password for their corporate account, leading to unauthorized access.",0
A magazine uses your image to increase their sales.,1
A video streaming service uses subscribers' data and pictures in a promotional campaign.,1
Government surveillance of private communications without a warrant.,1
Distorting the scope of someone's research findings in science communication portals.,0
Querying about experiences of discrimination or harassment in workplace investigations.,0
Telemarketing calls during dinner time.,0
Carrying out loud conversations in close proximity to someone who values silence.,0
Revealing an individual’s undisclosed bankruptcy record unless they accede to the blackmailer's wishes.,1
Information about your political views and candidates you support is collected by your local library in order to make book recommendations for you.,0
A motivational speaker uses your personal hardships as examples in their speeches without your consent.,1
Monitoring the sale and exchange of goods on online marketplaces.,0
Surveying about reading habits for library services optimization.,0
"A lifestyle magazine publishes your submitted question in their advice column, implying it's a common inquiry.",0
Aggregate expenditure data to offer personalized financial advice.,0
Probing for personal aspirations in career counseling.,0
A person's private journal is published by a third party.,1
Using a fake profile to friend someone on social media.,1
Passwords are stored in plaintext within an organization's database.,1
Information about The details of your physical location over time is collected by your doctor in order to sell to pharmaceutical companies for marketing and advertising.,1
Aggregate sleep tracking data to provide health insights.,0
Persistent attempts to up-sell products while you're shopping.,0
Sharing someone else's secrets without their permission.,1
Push notifications from apps at all hours.,0
"A logistics company does not sanitize user input on tracking forms, resulting in a cross-site scripting breach.",1
Analyzing patterns of electricity grid usage.,0
Automated traffic control systems using vehicle recognition for enforcement or traffic management without public knowledge.,1
Implementing tracking software on personal devices for surveillance.,1
An office’s internal messaging system is not monitored for data exfiltration by insiders.,0
A retailer falsely advertising a product as endorsed by a person who has never used it.,0
Aggregating participation in webinars and online courses to suggest career advancements or shifts.,0
Questioning an arrestee about their associates during a police interrogation.,0
Observing behavior through a nanny cam.,1
A fake consumer testimonial on a website distorts the user's experience with a product.,0
"Educational software tracks student interactions and performance, yet neither students nor parents are informed about the extent of the tracking.",1
Sales solicitation via email (spam).,0
Continuous checking of a subordinate's work without reason.,0
Probing an adoption applicant regarding their reasons for choosing to adopt.,0
A real estate agency uses photos of your house from a previous listing to suggest it's currently for sale by them.,1
Interviewing a citizen about their voting history during jury selection.,0
Combining usage statistics from multiple software and tools to evaluate efficiency and productivity.,0
Unauthorized access to private social media profiles.,1
Sharing someone’s personal diary or journal.,1
Misleadingly describing an individual's contributions to a project or discovery.,0
Compiling weather-related search queries to predict localized interest in weather events.,0
Posting doctored screenshots to falsely suggest an individual’s online activity.,1
Mining data from wearable devices to identify individuals based on their physical activity patterns.,1
An online dating profile that misrepresents a person's characteristics.,0
A beverage company uses a tweet you posted about their drink to showcase customer satisfaction.,1
Personal contact details are printed on a publicly displayed list without consent.,1
Use of speed cameras to catch and ticket speeding drivers.,0
Hovering shop assistants when you just want to browse in peace.,0
A healthcare provider uses patient stories for marketing without explicit consent.,1
Advertising networks not informing users about the specifics of how their online behavior is tracked across websites.,1
"A data center uses poor quality security cameras, allowing a thief to evade detection during a break-in.",0
Pressing for detailed descriptions of one’s neighborhood for a sociological study.,0
The threat of disclosing an individual's participation in a psychological study.,1
A podcast uses recordings of your public talks in their episodes without mentioning your name.,0
Merge data from smart appliances to offer tailored energy-saving tips.,0
A content management system sells data about website traffic to SEO agencies.,1
Public-facing websites show the past and present ownership records of domain names.,0
Social media accounts include GPS metatag information in photos posted.,1
Merge entries of a writer's publications and citations to measure research impact.,0
Tracking the movement of military assets.,1
Record user activity in a mobile application.,0
Inquiring about dietary restrictions on first day at school or work.,0
Analyzing pedestrian traffic patterns in urban areas.,0
Combine sensor data from vehicles to improve autonomous car algorithms.,0
Neighbors throwing trash into your yard.,0
Combine historical inventory data with seasonal trends to inform purchasing decisions.,0
Advertisement networks creating intricate consumer profiles for targeted ads without an option for users to review or correct the profiles.,1
Monitoring electrical usage to infer activity in homes.,1
Investigating an individual's dietary preferences for health studies.,0
Monitoring reading habits through library systems.,1
Aggregating participation in professional development courses to deduce industry readiness for emerging technologies.,0
"An employee’s phishing report is ignored, leading to a data breach.",0
Asking for genetic information in life insurance applications.,1
Tracking public transport usage through ticket purchases.,0
A book author uses a personal anecdote you shared privately in their publication without your consent.,1
A ride-sharing service shares riders' pickup and drop-off locations with third parties.,1
Combine viewing habits from multiple streaming platforms to suggest new content.,0
Aggregate data from multiple camera feeds for advanced surveillance or crowd management.,0
Falsely attributing quotes to individuals in motivational speeches or books.,0
Using an insurance policy number to connect claims data with an individual.,1
Monitoring air quality for environmental compliance.,0
An apparel brand uses a catchphrase you coined on their merchandise.,0
Being pestered for a date on your commute to get off work.,0
Monitoring financial transactions for unusual activity.,0
Social networks spreading incorrect information about someone's educational background.,1
Volunteer sign-up sheets with personal contact information are posted online.,1
Listing contributors' names and cities in crowdfunding campaigns without explicit permission.,1
A cloud storage container with sensitive client information is improperly configured to allow public access.,1
Asking for explanations of gaps in employment history during an interview.,0
Cross-referencing public records like electoral rolls or phone directories with online user profiles to establish real-name identities.,1
Publication platforms changing content visibility or discoverability based on opaque criteria.,0
A store clerk uses credit card information for personal purchases.,1
Aggregate data from online dating profiles to match users with potential partners.,0
Investigating experiences of discrimination for social justice projects.,0
A gaming platform uses player data to serve personalized in-game offers.,0
Logging the dates and times of file accesses on networks.,0
Inquiring about personal hobbies that imply lifestyle choices on dating apps.,0
"A food blog publishes your recipe under their name, profiting from your creation.",0
Default options in systems are sometimes detrimental to privacy because they make it easy to share personal data.,0
Linking social security numbers to individuals in credit reports.,1
Aggregate usage stats from digital textbooks to gauge educational resource effectiveness.,0
Cross-referencing airline passenger manifests with passport databases for border control.,0
"Recording the use of public facilities (e.g., parks, civic centers).",0
"Sharing a clip of someone singing or performing, despite their reluctance.",1
Accessing smartphone location services for tracking.,1
Collect citizen science contributions to enhance research datasets.,0
A cruise line employee sells passenger personal information to a telemarketing agency.,1
The web page requires more information than is necessary to provide the service.,1
Tracking animal movements in study areas for research.,0
A dating website exposes user messages and histories due to a security breach.,1
"Property tax records, including owner names, are published by local governments.",0
Insurance companies adjusting premiums based on secretly gathered health data without offering an explanation or recourse for the insured.,1
A home improvement app uses project data to push partner vendor ads for supplies.,0
Noise from street vendors under residential windows early in the morning.,0
CCTV footage is streamed online without participant consent.,1
Monitoring chatter in online gaming communities.,0
Revealing a celebrity's underage child's identity without consent.,1
A manufacturer uses your patented invention in their product line without authorization.,0
"Governments mandating the installation of tracking apps on citizens' phones under the guise of public health, thereby affecting mobility and association choices.",1
Sending unsolicited and intrusive marketing texts.,1
Urging social media users to complete their profiles.,0
A password reset link is sent via unencrypted email and intercepted by a third party.,1
A religious group knocks on your door uninvited.,0
Aggregate professional credentials and achievements to identify industry experts.,0
Monitoring volcanic activity for research and safety.,0
Illegally obtaining and threatening to share someone's comprehensive internet browsing history unless a demand is met.,1
"A customer service chatbot collects conversational data for analysis and profiling, but users are not informed about this data collection.",1
Inquiring about participation in cultural or traditional practices.,0
Asking participants about their daily routines in time management studies.,0
Pressuring someone to invest in a scam by threatening to disclose their past failed investments.,1
A police officer tells neighbors about a resident's criminal record.,1
Aggregate search queries related to symptoms to monitor public health concerns.,0
Photo storage services using image recognition technology to tag and sort photos without clear information provided to users.,1
Social networks suggest friends or content based on opaque algorithms without explaining the data used.,1
Observing consumer behavior through online shopping histories.,1
"Posting personal information about an ex-girlfriend that they are uncomfortable making public (e.g., nudity, videos, text messages).",1
Inquiring about participation in sports or physical fitness activities.,0
"An organization lacks automatic security updates for its IoT devices, leaving them vulnerable.",0
Asking individuals about their experiences with healthcare for service improvement.,0
Home security cameras storing footage in cloud services accessible by providers without homeowner's explicit knowledge.,1
Satellite imagery to observe outdoor activities.,1
Soliciting stories of personal resilience or overcoming adversity for inspirational content.,0
"An ATM's operating system has unpatched vulnerabilities, allowing unauthorized cash withdrawal.",0
Cloud storage platforms have user-shared folders that make files publicly available.,0
"Unwanted door-to-door sales despite ""no soliciting"" signs.",0
"Dating apps use algorithms to match individuals, subtly guiding users’ relationship decisions.",0
Threatening to disclose someone's secret sexual preferences unless a certain amount of money is provided.,1
Persuading a company executive to engage in insider trading by threatening to exploit their personal vulnerabilities.,1
"A rating system is provided for ride-hailing passengers, but passengers are unaware that the rating exists and how it affects how drivers treat them.",1
A flyer for a local election falsely claims an endorsement from a community figure.,0
Intrusive questioning by strangers about personal life.,1
Questioning about substance use or addiction in medical or rehabilitation settings.,0
Soliciting experiences of violence or crime for public safety initiatives.,0
Inquiring about the frequency and nature of someone's online purchases for a consumer study.,0
Installation of GPS trackers on personal vehicles without consent.,1
Aggregate historical weather data and current forecasts to predict climate trends.,0
Revealing an anonymous donor's identity without consent.,1
Combining online coursework and certifications to evaluate an individual's self-driven learning efforts.,0
Insisting on payment to prevent the outing of a secret romantic relationship within a company.,1
"A soldier's letters home are made public, revealing sensitive military information.",1
Combine academic records from multiple institutions to gauge a student's overall performance.,1
Aggregating data on music listening habits from different services to predict trending artists or genres.,0
Tracking the adoption and trends of hashtag usage on social media.,0
Information about your political views and candidates you support is collected by your school or university in order to Place students in groups for class.,0
"Utility companies install smart meters that track detailed usage patterns, potentially influencing household consumption habits.",1
An insurance company employee leaks sensitive health information of policyholders to the press.,1
Aggregating interaction data from different forums and community platforms to identify key interests and expertise areas.,0
Publishing a person's private religious confessions.,1
"Loan applications require personal relationships as references, impacting personal interactions.",0
Collect petition signatures to gauge public interest in political issues.,0
"A bank’s ATMs use outdated operating systems, making them susceptible to hacking.",0
Demanding information about ethnicity on government census forms.,0
"Email clients automatically sort messages, influencing the visibility and priority of communications.",0
Body cams worn by law enforcement officers.,0
Probing for experiences of discrimination or bias in diversity training workshops.,0
Synchronizing a wearable device with medical records for personalized healthcare.,0
A DNA testing service shares genetic information with pharmaceutical companies for research.,1
A retailer stores credit card information in plaintext within their internal systems.,1
Reading the metadata attached to digital photographs.,0
Misleadingly editing a video to depict an individual in a negative light.,1
Demanding payment to stop someone from revealing a business's trade secrets.,1
Voicemails intended for a confidential hotline are played on a public podcast.,1
"A file-sharing service does not encrypt file transfers, risking data interception during transmission.",1
Compile feedback from various communication channels to improve customer service.,0
Planting GPS trackers on someone’s vehicle.,1
"A software automatically updates user settings, affecting data sharing preferences without explicit user consent.",1
A lobbyist leaks proposed legislation details to the press before it's officially announced.,1
"An office printer stores copies of all printed documents without regular purges, leading to data breaches.",1
Combine public records to aid in background checks.,0
Tracking a person's credit card transactions to analyze their spending habits.,1
A job recruitment firm uses a candidate's personal story in a success narrative without asking.,1
A clothing brand uses a photo from a public event of someone wearing their clothes without asking.,1
Misreporting an individual's participation or stance in political activities.,1
CCTV footage is streamed live or archived online.,1
A blog detailing an individual's debt and financial troubles.,1
Exposing a confidential voice message expressing emotional distress.,1
Soliciting stories of personal resilience or endurance in physical training programs.,0
The details of someone's past substance abuse are published in a newspaper article.,1
Using ankle monitors to track individuals on house arrest.,0
Exposing an individual's failed marriage proposal in a public video.,1
A home security company accidentally reveals live feed access codes to unauthorized users.,1
A user feedback tool on websites sharing your responses with web development agencies for optimization services.,0
A consumer is profiled for targeted advertising based on data aggregation but isn't informed of the specifics of the profile or how it's used.,1
"A company fails to inform employees about phishing threats, leading to data breaches.",1
A photo of a mother grieving over a school shooting.,1
Analyzing aggregated search engine queries to identify individuals researching specific topics.,1
"Smart TVs track viewing habits and push suggested content, impacting viewing choices and privacy.",1
Probing for user-generated content creation habits.,0
Aggregating travel-related searches and inquiries across social media platforms to predict travel trends.,0
"A rating system is provided for ride-hailing passengers, but passengers are unaware that the rating exists and how it affects how drivers treat them.",1
Questioning about personal goals and aspirations in a life coaching session.,0
Facebook used the phone numbers provided for two-factor authentication to spam users for using its platform.,1
Compile data from loyalty programs to offer personalized discounts.,0
"As a diligent employee, Robert dutifully filled out the personal information required by his corporate workplace. Unbeknownst to him, his social security number was amongst the data collected. His employer quietly harbored an unethical plan that involved selling such sensitive data to aggressive marketing firms. Subsequently, Robert found himself overwhelmed with unsolicited advertisements for products and services, his private information exploited in ways he couldn't have imagined.",1
Recording the activities of political dissidents or activists.,1
Summarize ex-pat online forums to identify common adjustment challenges.,0
A grocery store’s loyalty program sells purchasing data to third parties.,1
Demanding a favor by threatening to leak confidential company information.,1
Publishing misleading interpretations of an individual's scientific or academic research.,0
Websites using dark patterns to nudge users into sharing more personal information than they realize.,1
Leverage privileged legal information for personal gain.,1
Collect posts and comments from forums to detect community sentiment.,0
Disrupting Privacy makes the process of changing default privacy settings very complicated for users because there is little introduction to the available settings.,0
Merge demographic data with local news readership to direct local journalism efforts.,0
Educational platforms share students' progress reports with parents or tutors.,0
Collecting specific details about someone’s religious practices for a survey.,1
Closing accounts based on the account holder's information without giving them an opportunity to challenge or discuss their explanation.,1
Leaking a judge's private notes unless they rule favorably on a case.,1
"Banks disclose customer financial information to law enforcement without going through legally required procedures (court order, subpoena, etc.).",1
Job boards selling applicant data to third parties without applicant knowledge.,1
Misleading claims about someone's role in founding an organization.,0
